Triples the chance of striking an enemy's weapon and shield systems and completely  bypasses the target ship's armor.	使命中敵艦武器與護盾系統的機率提高三倍,並完全穿透目標艦的裝甲。	百科
Ships with this armor have 8 times the base structure and armor points. The hit points of fighters are multiplied by 4. Adds +25 to ground troop combat strengths.	裝備此裝甲的艦艇,其基礎結構值與裝甲值提高為8倍。戰鬥機的生命值提高為4倍。地面部隊戰鬥力+25。	百科
Pre-planned, organized colony design techniques. The improvements in organization increase the maximum population that can live on all planets owned by the empire by +5 million colonists.	事先規劃、有組織的殖民地設計技術。組織效率的提升,使帝國所有行星的最大人口上限增加500萬移民。	百科
Completely repairs ships between battles. Automatically included on all ships once the technology is researched.	在戰鬥之間完全修復艦艇。此科技一旦研發完成,將自動配備於所有艦艇上。	百科
Provides better control of occupied alien populations: aliens work harder, assimilate into your empire twice as fast, and are half as likely to revolt.	能更有效控制被佔領的外星人口:外星人工作更努力、同化為帝國子民的速度提高一倍,叛亂機率則減半。	百科
Mechanical workers with a +3 food production bonus. Require 1 production unit per turn instead of food. They are unaffected by morale, receive no racial bonuses, and generate no income.	機械工人,食物產量+3。每回合僅需消耗1單位生產力,而非食物。不受士氣影響,不享有種族加成,也不產生收入。	百科
Mechanical workers that generate 3 research points per turn. Require 1 production unit per turn instead of food. They are unaffected by morale, receive no racial bonuses, and cannot generate income.	機械工人,每回合產生3點研究點數。每回合僅需消耗1單位生產力,而非食物。不受士氣影響,不享有種族加成,也無法產生收入。	百科
Mechanical workers with a +3 production bonus. Require 1 production unit per turn instead of food. They are unaffected by morale, receive no racial bonuses, and cannot generate income.	機械工人,生產力+3。每回合僅需消耗1單位生產力,而非食物。不受士氣影響,不享有種族加成,也無法產生收入。	百科
Allows ground troops and armor to fly, increasing their mobility and defense. Adds +10 to their ground combat rating.	使地面部隊與裝甲單位獲得飛行能力,提升機動性與防禦力。地面戰鬥力+10。	百科
A high-yield orbital bombardment device engineered to destroy ground forces and colony installations, inflicting 5-40 points of damage per bomb.	高當量軌道轟炸裝置,專為摧毀地面部隊與殖民地設施而設計,每枚炸彈造成5至40點傷害。	百科
Capable of moving a ship 5 parsecs a turn. All ship drives are automatically upgraded when this technology is discovered.	使艦艇每回合可移動5秒差距。此科技一經發現,所有艦艇引擎將自動升級。	百科
These torpedoes are balls of antimatter that explode on contact. They travel at a speed of 20 and inflict 25 points of damage and fire every other turn.  Modifications: overloaded, enveloping and ECCM.	這種魚雷是接觸即爆炸的反物質彈體。飛行速度20,造成25點傷害,每隔一回合發射一次。可改裝選項:超載彈頭、包覆彈頭、電子反反制(ECCM)。	百科
Can only target missiles. They have a maximum range of 15 squares and will fire defensively against approaching missiles if not yet fired in that turn. The  chance to score a hit is 85% minus 5% per square distance.	只能鎖定飛彈。最大射程15格,若該回合尚未開火,會自動對接近的飛彈進行防禦射擊。命中率為85%,每格距離降低5%。	百科
